Name,Maths,Reading,Writing,Parents Name,Parents Education,Sleep Time,Social Media,Food,Test Prep,Gender,Parental Involvement Insights,Overall Performance,Parent Education Level,Sleep Category,Social Media Category,Normalized Maths,Normalized Reading,Normalized Writing,Performance Category
"Clinton,59,64,75,Jenell Marro,4.0,9,0.0,1,1,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",66.0,Medium,Oversleep,Low,0.59,0.5662650602409639,0.7222222222222222,Average"
Billie,71,66,65,Mendy Strayer,2.0,7,0.0,1,0,0,State Education Practices (School Choice),67.33333333333333,Low,Optimal,Low,0.71,0.5903614457831325,0.611111111111111,Average
"Johnnie,77,82,91,Harriette Ing,2.0,8,0.0,1,1,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",83.33333333333333,Low,Optimal,Low,0.77,0.783132530120482,0.8999999999999999,Excellent"
Dianne,83,72,78,Veola Domenech,2.0,7,0.0,1,0,0,Parent Involvement Toolkit,77.66666666666667,Low,Optimal,Low,0.8300000000000001,0.6626506024096386,0.7555555555555555,Excellent
"Ariana,63,71,69,Denisha Chabot,4.0,5,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",67.66666666666667,Medium,Insufficient,Low,0.63,0.6506024096385543,0.6555555555555556,Average"
Kendra,56,65,63,Corrina Carollo,2.0,6,0.0,2,0,0,Back to Top ,61.333333333333336,Low,Insufficient,Low,0.56,0.5783132530120483,0.5888888888888889,Average
"Alexandria,67,79,84,Cassandra Fike,2.0,7,0.0,2,1,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",76.66666666666667,Low,Optimal,Low,0.67,0.746987951807229,0.8222222222222222,Excellent"
Sierra,75,86,79,Johnson Pinedo,2.0,8,0.0,1,0,0,Learn More: Go to About the NHES,80.0,Low,Optimal,Low,0.75,0.8313253012048193,0.7666666666666666,Excellent
Bailey,71,81,80,Emery Gessner,3.0,5,0.0,1,0,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,77.33333333333333,Medium,Insufficient,Low,0.71,0.7710843373493976,0.7777777777777778,Excellent
"Javier,43,53,53,Gaynelle Slaton,1.0,6,0.0,2,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",49.66666666666666,Low,Insufficient,Low,0.43,0.4337349397590362,0.4777777777777778,Poor"
Penny,41,46,43,Alysia Hipps,2.0,9,0.0,2,0,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,43.333333333333336,Low,Oversleep,Low,0.41,0.3493975903614458,0.3666666666666667,Poor
"Maya,82,90,94,Deeann Keeler,3.0,6,0.0,1,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",88.66666666666667,Medium,Insufficient,Low,0.8200000000000001,0.8795180722891568,0.9333333333333332,Excellent"
Melody,61,61,62,Lilliam Harvard,3.0,7,0.0,1,0,0,NCES Annual Reports,61.333333333333336,Medium,Optimal,Low,0.61,0.5301204819277109,0.5777777777777777,Average
Roland,82,75,77,Lorinda Froman,2.0,7,0.0,1,1,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,78.0,Low,Optimal,Low,0.8200000000000001,0.6987951807228916,0.7444444444444445,Excellent
Omar,41,55,51,Bonita Briganti,1.0,8,0.0,1,0,1,Longitudinal Studies,49.0,Low,Optimal,Low,0.41,0.4578313253012048,0.4555555555555555,Poor
"Hattie,71,60,61,Kendall Simons,2.0,7,0.0,1,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",64.0,Low,Optimal,Low,0.71,0.5180722891566265,0.5666666666666667,Average"
Johnathan,47,37,35,Lakenya Seabrooks,2.0,6,0.0,1,0,1,State Education Practices (School Choice),39.66666666666666,Low,Insufficient,Low,0.47,0.2409638554216867,0.2777777777777778,Poor
"Kay,62,56,53,Jammie Gourlay,2.0,9,0.0,1,1,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",57.0,Low,Oversleep,Low,0.62,0.4698795180722892,0.4777777777777778,Average"
Cecilia,90,78,81,Arlean Juergens,2.0,8,0.0,1,0,0,Parent Involvement Toolkit,83.0,Low,Optimal,Low,0.9,0.7349397590361446,0.7888888888888889,Excellent
"Fernando,73,74,61,Boyce Wehmeyer,3.0,6,0.0,1,0,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",69.33333333333333,Medium,Insufficient,Low,0.73,0.6867469879518073,0.5666666666666667,Average"
Darryl,66,76,68,Louis Bullard,2.0,8,0.0,2,0,1,Back to Top ,70.0,Low,Optimal,Low,0.66,0.710843373493976,0.6444444444444444,Average
"Brendan,52,57,50,Vita Noonkester,2.0,9,0.0,2,0,1,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",53.0,Low,Oversleep,Low,0.52,0.4819277108433735,0.4444444444444445,Average"
Felicia,69,78,76,Lakeesha Lesniak,3.0,6,0.0,1,0,0,Learn More: Go to About the NHES,74.33333333333333,Medium,Insufficient,Low,0.6900000000000001,0.7349397590361446,0.7333333333333333,Average
Maxwell,65,84,84,Charlette Larry,2.0,5,0.0,1,1,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,77.66666666666667,Low,Insufficient,Low,0.65,0.8072289156626508,0.8222222222222222,Excellent
"Jenny,69,77,78,Heidi Abadie,2.0,8,0.0,1,1,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",74.66666666666667,Low,Optimal,Low,0.6900000000000001,0.7228915662650603,0.7555555555555555,Average"
Micah,50,64,66,Shandi Medders,3.0,6,0.0,1,1,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,60.0,Medium,Insufficient,Low,0.5,0.5662650602409639,0.6222222222222222,Average
"Isabelle,73,78,76,Jenny Severino,3.0,7,0.0,1,1,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",75.66666666666667,Medium,Optimal,Low,0.73,0.7349397590361446,0.7333333333333333,Excellent"
Ada,70,82,76,Patience Marley,1.0,8,0.0,1,1,0,NCES Annual Reports,76.0,Low,Optimal,Low,0.7000000000000001,0.783132530120482,0.7333333333333333,Excellent
Briana,81,75,78,Lily Wolter,2.0,7,0.0,2,0,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,78.0,Low,Optimal,Low,0.81,0.6987951807228916,0.7555555555555555,Excellent
Tanner,63,61,60,Robbyn Diem,3.0,6,0.0,2,0,1,Longitudinal Studies,61.333333333333336,Medium,Insufficient,Low,0.63,0.5301204819277109,0.5555555555555556,Average
"Marguerite,67,72,74,Odette Laclair,2.0,8,0.0,1,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",71.0,Low,Optimal,Low,0.67,0.6626506024096386,0.7111111111111111,Average"
Lonnie,62,55,54,Anne Dresel,2.0,8,0.0,1,0,1,State Education Practices (School Choice),57.0,Low,Optimal,Low,0.62,0.4578313253012048,0.4888888888888889,Average
"Angelica,29,40,44,Josefina Smiley,1.0,6,0.0,2,1,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",37.66666666666666,Low,Insufficient,Low,0.29,0.2771084337349397,0.3777777777777778,Poor"
Marshall,62,66,68,Lisette Mehr,3.0,7,0.0,1,1,1,Parent Involvement Toolkit,65.33333333333333,Medium,Optimal,Low,0.62,0.5903614457831325,0.6444444444444444,Average
"Bridget,94,99,100,Sherryl Siers,2.0,8,0.0,1,1,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",97.66666666666669,Low,Optimal,Low,0.94,0.9879518072289156,1.0,Excellent"
